ori_lat,ori_lon,dest_lat,dest_lon,trip_id,board_time
33.794206808708346,-84.35585519514655,33.766963458520245,-84.34850355669631,trip_00000,2023-09-22 14:27:00
33.79340684240121,-84.37990208653605,33.766963458520245,-84.34850355669631,trip_00001,2023-09-22 10:11:00
33.777307463151345,-84.37827718509995,33.766963458520245,-84.34850355669631,trip_00002,2023-09-22 12:14:00
33.778406861032764,-84.36464666229006,33.766963458520245,-84.34850355669631,trip_00003,2023-09-22 16:57:00
33.76373222815239,-84.35861247379152,33.766963458520245,-84.34850355669631,trip_00004,2023-09-22 15:37:00
33.78023853474585,-84.38682874090838,33.766963458520245,-84.34850355669631,trip_00005,2023-09-22 09:37:00
33.792808065225174,-84.36781636801499,33.766963458520245,-84.34850355669631,trip_00006,2023-09-22 10:06:00
33.76713152420069,-84.37660182515216,33.766963458520245,-84.34850355669631,trip_00007,2023-09-22 09:51:00
33.759584312402055,-84.36692953630742,33.766963458520245,-84.34850355669631,trip_00008,2023-09-22 16:29:00
33.77407352494146,-84.39125490179353,33.766963458520245,-84.34850355669631,trip_00009,2023-09-22 13:08:00
33.794206808708346,-84.35585519514655,33.77285567098413,-84.35436338515834,trip_00010,2023-09-22 09:15:00
33.79340684240121,-84.37990208653605,33.77285567098413,-84.35436338515834,trip_00011,2023-09-22 09:02:00
33.777307463151345,-84.37827718509995,33.77285567098413,-84.35436338515834,trip_00012,2023-09-22 11:26:00
33.778406861032764,-84.36464666229006,33.77285567098413,-84.35436338515834,trip_00013,2023-09-22 13:50:00
33.76373222815239,-84.35861247379152,33.77285567098413,-84.35436338515834,trip_00014,2023-09-22 17:00:00
33.78023853474585,-84.38682874090838,33.77285567098413,-84.35436338515834,trip_00015,2023-09-22 13:56:00
33.792808065225174,-84.36781636801499,33.77285567098413,-84.35436338515834,trip_00016,2023-09-22 10:21:00
33.76713152420069,-84.37660182515216,33.77285567098413,-84.35436338515834,trip_00017,2023-09-22 12:05:00
33.759584312402055,-84.36692953630742,33.77285567098413,-84.35436338515834,trip_00018,2023-09-22 11:18:00
33.77407352494146,-84.39125490179353,33.77285567098413,-84.35436338515834,trip_00019,2023-09-22 11:58:00
33.794206808708346,-84.35585519514655,33.77036224985034,-84.3811562723311,trip_00020,2023-09-22 10:51:00
33.79340684240121,-84.37990208653605,33.77036224985034,-84.3811562723311,trip_00021,2023-09-22 14:16:00
33.777307463151345,-84.37827718509995,33.77036224985034,-84.3811562723311,trip_00022,2023-09-22 09:24:00
33.778406861032764,-84.36464666229006,33.77036224985034,-84.3811562723311,trip_00023,2023-09-22 13:47:00
33.76373222815239,-84.35861247379152,33.77036224985034,-84.3811562723311,trip_00024,2023-09-22 13:38:00
33.78023853474585,-84.38682874090838,33.77036224985034,-84.3811562723311,trip_00025,2023-09-22 10:06:00
33.792808065225174,-84.36781636801499,33.77036224985034,-84.3811562723311,trip_00026,2023-09-22 13:56:00
33.76713152420069,-84.37660182515216,33.77036224985034,-84.3811562723311,trip_00027,2023-09-22 17:47:00
33.759584312402055,-84.36692953630742,33.77036224985034,-84.3811562723311,trip_00028,2023-09-22 11:17:00
33.77407352494146,-84.39125490179353,33.77036224985034,-84.3811562723311,trip_00029,2023-09-22 14:37:00
33.794206808708346,-84.35585519514655,33.799055261640184,-84.37186336735913,trip_00030,2023-09-22 16:02:00
33.79340684240121,-84.37990208653605,33.799055261640184,-84.37186336735913,trip_00031,2023-09-22 15:36:00
33.777307463151345,-84.37827718509995,33.799055261640184,-84.37186336735913,trip_00032,2023-09-22 14:15:00
33.778406861032764,-84.36464666229006,33.799055261640184,-84.37186336735913,trip_00033,2023-09-22 10:49:00
33.76373222815239,-84.35861247379152,33.799055261640184,-84.37186336735913,trip_00034,2023-09-22 13:29:00
33.78023853474585,-84.38682874090838,33.799055261640184,-84.37186336735913,trip_00035,2023-09-22 16:17:00
33.792808065225174,-84.36781636801499,33.799055261640184,-84.37186336735913,trip_00036,2023-09-22 17:36:00
33.76713152420069,-84.37660182515216,33.799055261640184,-84.37186336735913,trip_00037,2023-09-22 16:27:00
33.759584312402055,-84.36692953630742,33.799055261640184,-84.37186336735913,trip_00038,2023-09-22 12:36:00
33.77407352494146,-84.39125490179353,33.799055261640184,-84.37186336735913,trip_00039,2023-09-22 09:32:00
33.794206808708346,-84.35585519514655,33.800527743453856,-84.37304911836725,trip_00040,2023-09-22 16:05:00
33.79340684240121,-84.37990208653605,33.800527743453856,-84.37304911836725,trip_00041,2023-09-22 10:17:00
33.777307463151345,-84.37827718509995,33.800527743453856,-84.37304911836725,trip_00042,2023-09-22 16:49:00
33.778406861032764,-84.36464666229006,33.800527743453856,-84.37304911836725,trip_00043,2023-09-22 15:26:00
33.76373222815239,-84.35861247379152,33.800527743453856,-84.37304911836725,trip_00044,2023-09-22 11:14:00
33.78023853474585,-84.38682874090838,33.800527743453856,-84.37304911836725,trip_00045,2023-09-22 14:25:00
33.792808065225174,-84.36781636801499,33.800527743453856,-84.37304911836725,trip_00046,2023-09-22 16:18:00
33.76713152420069,-84.37660182515216,33.800527743453856,-84.37304911836725,trip_00047,2023-09-22 17:41:00
33.759584312402055,-84.36692953630742,33.800527743453856,-84.37304911836725,trip_00048,2023-09-22 14:06:00
33.77407352494146,-84.39125490179353,33.800527743453856,-84.37304911836725,trip_00049,2023-09-22 11:23:00
